#: table_doi: 10.17182/hepdata.78697.v2/t16
#: name: Table 16
#: description: Two-dimensional distributions of $x$-$y$ positions of vertices observed in the data passing the vertex pre-selection and satisfying all signal region event-level requirements.
#: data_file: data46.yaml
#: data_license:   
#: keyword reactions: 
#: keyword observables: N
#: keyword phrases: Proton-Proton Scattering | Supersymmetry | SUSY
#: keyword cmenergies: 13000.0
#: SQRT(S) [GeV],13000
'DV x [mm]','DV y [mm]','Entries'
174.0,-6.0,3.0
178.0,-6.0,5.0
182.0,-6.0,4.0
186.0,-6.0,4.0
190.0,-6.0,4.0
194.0,-6.0,4.0
218.0,-6.0,3.0
222.0,-6.0,2.0
226.0,-6.0,2.0
234.0,-6.0,1.0
246.0,-6.0,4.0
250.0,-6.0,1.0
254.0,-6.0,4.0
262.0,-6.0,1.0
266.0,-6.0,1.0
270.0,-6.0,1.0
-274.0,-2.0,3.0
-270.0,-2.0,2.0
-266.0,-2.0,1.0
-254.0,-2.0,2.0
-250.0,-2.0,1.0
-246.0,-2.0,6.0
-242.0,-2.0,4.0
-238.0,-2.0,1.0
-230.0,-2.0,1.0
-226.0,-2.0,1.0
-222.0,-2.0,4.0
-218.0,-2.0,1.0
-198.0,-2.0,4.0
-194.0,-2.0,3.0
-190.0,-2.0,2.0
-182.0,-2.0,3.0
-178.0,-2.0,2.0
-174.0,-2.0,1.0
-170.0,-2.0,3.0
-166.0,-2.0,2.0
-162.0,-2.0,2.0
-158.0,-2.0,6.0
-154.0,-2.0,5.0
-142.0,-2.0,1.0
-138.0,-2.0,4.0
-134.0,-2.0,2.0
-130.0,-2.0,1.0
-126.0,-2.0,4.0
-118.0,-2.0,5.0
-110.0,-2.0,2.0
-106.0,-2.0,3.0
-102.0,-2.0,4.0
-86.0,-2.0,3.0
-82.0,-2.0,2.0
-78.0,-2.0,9.0
-74.0,-2.0,1.0
-70.0,-2.0,6.0
-66.0,-2.0,8.0
-62.0,-2.0,8.0
-58.0,-2.0,1.0
-50.0,-2.0,6.0
-46.0,-2.0,25.0
-42.0,-2.0,21.0
-38.0,-2.0,8.0
-34.0,-2.0,1.0
-30.0,-2.0,18.0
-26.0,-2.0,22.0
-22.0,-2.0,36.0
-18.0,-2.0,75.0
-14.0,-2.0,92.0
-10.0,-2.0,162.0
-6.0,-2.0,312.0
-2.0,-2.0,31.0
2.0,-2.0,94.0
6.0,-2.0,289.0
10.0,-2.0,141.0
14.0,-2.0,76.0
18.0,-2.0,56.0
22.0,-2.0,30.0
26.0,-2.0,27.0
30.0,-2.0,12.0
38.0,-2.0,7.0
42.0,-2.0,10.0
46.0,-2.0,21.0
54.0,-2.0,4.0
58.0,-2.0,3.0
62.0,-2.0,10.0
66.0,-2.0,11.0
70.0,-2.0,5.0
74.0,-2.0,10.0
78.0,-2.0,8.0
82.0,-2.0,16.0
86.0,-2.0,5.0
90.0,-2.0,1.0
94.0,-2.0,2.0
98.0,-2.0,3.0
102.0,-2.0,1.0
106.0,-2.0,2.0
114.0,-2.0,6.0
118.0,-2.0,2.0
122.0,-2.0,2.0
126.0,-2.0,1.0
130.0,-2.0,2.0
134.0,-2.0,1.0
138.0,-2.0,4.0
142.0,-2.0,1.0
150.0,-2.0,2.0
154.0,-2.0,3.0
158.0,-2.0,5.0
162.0,-2.0,2.0
166.0,-2.0,5.0
170.0,-2.0,4.0
174.0,-2.0,2.0
182.0,-2.0,4.0
186.0,-2.0,4.0
190.0,-2.0,2.0
194.0,-2.0,1.0
198.0,-2.0,2.0
222.0,-2.0,5.0
226.0,-2.0,1.0
230.0,-2.0,1.0
234.0,-2.0,4.0
242.0,-2.0,2.0
246.0,-2.0,2.0
250.0,-2.0,2.0
254.0,-2.0,1.0
262.0,-2.0,2.0
266.0,-2.0,2.0
270.0,-2.0,1.0
274.0,-2.0,2.0
-274.0,2.0,1.0
-270.0,2.0,1.0
-254.0,2.0,2.0
-250.0,2.0,2.0
-242.0,2.0,4.0
-238.0,2.0,2.0
-230.0,2.0,1.0
-226.0,2.0,4.0
-222.0,2.0,4.0
-198.0,2.0,1.0
-194.0,2.0,3.0
-190.0,2.0,1.0
-186.0,2.0,1.0
-182.0,2.0,3.0
-178.0,2.0,6.0
-174.0,2.0,4.0
-170.0,2.0,5.0
-166.0,2.0,4.0
-158.0,2.0,2.0
-154.0,2.0,4.0
-150.0,2.0,7.0
-146.0,2.0,5.0
-142.0,2.0,1.0
-138.0,2.0,2.0
-134.0,2.0,1.0
-130.0,2.0,4.0
-126.0,2.0,1.0
-122.0,2.0,6.0
-118.0,2.0,5.0
-114.0,2.0,4.0
-106.0,2.0,1.0
-102.0,2.0,5.0
-98.0,2.0,1.0
-94.0,2.0,2.0
-86.0,2.0,3.0
-82.0,2.0,7.0
-78.0,2.0,10.0
-74.0,2.0,8.0
-70.0,2.0,10.0
-66.0,2.0,10.0
-62.0,2.0,11.0
-58.0,2.0,12.0
-54.0,2.0,4.0
-46.0,2.0,36.0
-42.0,2.0,17.0
-38.0,2.0,6.0
-30.0,2.0,4.0
-26.0,2.0,29.0
-22.0,2.0,28.0
-18.0,2.0,58.0
-14.0,2.0,79.0
-10.0,2.0,143.0
-6.0,2.0,321.0
-2.0,2.0,108.0
2.0,2.0,10020.0
6.0,2.0,252.0
10.0,2.0,132.0
14.0,2.0,71.0
18.0,2.0,61.0
22.0,2.0,25.0
26.0,2.0,29.0
30.0,2.0,9.0
38.0,2.0,17.0
42.0,2.0,18.0
46.0,2.0,14.0
50.0,2.0,3.0
58.0,2.0,4.0
62.0,2.0,6.0
66.0,2.0,8.0
70.0,2.0,7.0
74.0,2.0,14.0
78.0,2.0,12.0
82.0,2.0,9.0
86.0,2.0,2.0
94.0,2.0,4.0
98.0,2.0,2.0
102.0,2.0,3.0
114.0,2.0,3.0
122.0,2.0,5.0
126.0,2.0,1.0
130.0,2.0,2.0
134.0,2.0,3.0
138.0,2.0,2.0
146.0,2.0,2.0
150.0,2.0,2.0
154.0,2.0,1.0
158.0,2.0,2.0
162.0,2.0,4.0
166.0,2.0,4.0
170.0,2.0,2.0
178.0,2.0,5.0
182.0,2.0,2.0
186.0,2.0,1.0
190.0,2.0,1.0
194.0,2.0,3.0
222.0,2.0,3.0
226.0,2.0,1.0
234.0,2.0,1.0
242.0,2.0,3.0
246.0,2.0,1.0
250.0,2.0,1.0
262.0,2.0,1.0
-274.0,6.0,1.0
-270.0,6.0,3.0
-266.0,6.0,4.0
-254.0,6.0,3.0
-246.0,6.0,1.0
-242.0,6.0,2.0
-226.0,6.0,1.0
-222.0,6.0,1.0
-218.0,6.0,1.0
-198.0,6.0,2.0
-194.0,6.0,3.0
-186.0,6.0,2.0
-182.0,6.0,4.0
-178.0,6.0,4.0
-170.0,6.0,3.0
-166.0,6.0,6.0
-162.0,6.0,3.0
-158.0,6.0,5.0
-154.0,6.0,2.0
-150.0,6.0,1.0
-146.0,6.0,3.0
-142.0,6.0,1.0
-138.0,6.0,4.0
-134.0,6.0,3.0
-130.0,6.0,2.0
-122.0,6.0,1.0
-118.0,6.0,5.0
-114.0,6.0,2.0
-110.0,6.0,2.0
-106.0,6.0,1.0
-102.0,6.0,2.0
-98.0,6.0,5.0
-94.0,6.0,1.0
-90.0,6.0,1.0
-86.0,6.0,6.0
-82.0,6.0,10.0
-78.0,6.0,10.0
-74.0,6.0,6.0
-70.0,6.0,6.0
-66.0,6.0,9.0
-62.0,6.0,12.0
-58.0,6.0,12.0
-54.0,6.0,4.0
-46.0,6.0,31.0
-42.0,6.0,9.0
-38.0,6.0,6.0
-30.0,6.0,2.0
-26.0,6.0,24.0
-22.0,6.0,16.0
-18.0,6.0,57.0
-14.0,6.0,90.0
-10.0,6.0,108.0
-6.0,6.0,208.0
-2.0,6.0,283.0
2.0,6.0,286.0
6.0,6.0,181.0
10.0,6.0,95.0
14.0,6.0,77.0
18.0,6.0,50.0
22.0,6.0,12.0
26.0,6.0,33.0
30.0,6.0,3.0
38.0,6.0,15.0
42.0,6.0,24.0
46.0,6.0,25.0
50.0,6.0,2.0
54.0,6.0,1.0
58.0,6.0,10.0
62.0,6.0,2.0
66.0,6.0,12.0
70.0,6.0,5.0
74.0,6.0,10.0
78.0,6.0,15.0
82.0,6.0,7.0
86.0,6.0,2.0
90.0,6.0,1.0
94.0,6.0,5.0
98.0,6.0,4.0
102.0,6.0,1.0
106.0,6.0,1.0
110.0,6.0,1.0
114.0,6.0,2.0
118.0,6.0,5.0
122.0,6.0,1.0
126.0,6.0,3.0
130.0,6.0,3.0
134.0,6.0,5.0
138.0,6.0,4.0
150.0,6.0,4.0
154.0,6.0,4.0
158.0,6.0,2.0
162.0,6.0,4.0
166.0,6.0,1.0
170.0,6.0,2.0
178.0,6.0,6.0
182.0,6.0,2.0
186.0,6.0,3.0
190.0,6.0,2.0
194.0,6.0,3.0
198.0,6.0,1.0
222.0,6.0,1.0
226.0,6.0,2.0
234.0,6.0,3.0
242.0,6.0,2.0
246.0,6.0,5.0
250.0,6.0,3.0
254.0,6.0,1.0
266.0,6.0,2.0
270.0,6.0,3.0
-274.0,10.0,2.0
-266.0,10.0,1.0
-262.0,10.0,1.0
-250.0,10.0,1.0
-246.0,10.0,1.0
-242.0,10.0,2.0
-238.0,10.0,1.0
-234.0,10.0,1.0
-226.0,10.0,2.0
-222.0,10.0,2.0
-218.0,10.0,2.0
-194.0,10.0,2.0
-190.0,10.0,1.0
-182.0,10.0,2.0
-178.0,10.0,1.0
-174.0,10.0,1.0
-166.0,10.0,1.0
-162.0,10.0,1.0
-158.0,10.0,2.0
-154.0,10.0,2.0
-150.0,10.0,5.0
-146.0,10.0,4.0
-138.0,10.0,2.0
-134.0,10.0,3.0
-130.0,10.0,2.0
-126.0,10.0,3.0
-118.0,10.0,5.0
-114.0,10.0,5.0
-106.0,10.0,1.0
-102.0,10.0,2.0
-98.0,10.0,6.0
-94.0,10.0,1.0
-86.0,10.0,6.0
-82.0,10.0,9.0
-78.0,10.0,9.0
-74.0,10.0,10.0
-70.0,10.0,7.0
-66.0,10.0,8.0
-62.0,10.0,4.0
-58.0,10.0,9.0
-46.0,10.0,37.0
-42.0,10.0,8.0
-38.0,10.0,8.0
-30.0,10.0,4.0
-26.0,10.0,26.0
-22.0,10.0,11.0
-18.0,10.0,33.0
-14.0,10.0,63.0
-10.0,10.0,68.0
-6.0,10.0,103.0
-2.0,10.0,136.0
2.0,10.0,138.0
6.0,10.0,89.0
10.0,10.0,79.0
14.0,10.0,62.0
18.0,10.0,38.0
22.0,10.0,9.0
26.0,10.0,38.0
30.0,10.0,7.0
38.0,10.0,14.0
42.0,10.0,8.0
46.0,10.0,19.0
50.0,10.0,7.0
54.0,10.0,9.0
58.0,10.0,5.0
62.0,10.0,10.0
66.0,10.0,9.0
70.0,10.0,7.0
74.0,10.0,10.0
78.0,10.0,18.0
82.0,10.0,6.0
86.0,10.0,2.0
90.0,10.0,4.0
94.0,10.0,3.0
102.0,10.0,2.0
106.0,10.0,5.0
114.0,10.0,2.0
118.0,10.0,3.0
130.0,10.0,1.0
134.0,10.0,1.0
138.0,10.0,4.0
142.0,10.0,1.0
146.0,10.0,1.0
150.0,10.0,1.0
154.0,10.0,2.0
158.0,10.0,2.0
162.0,10.0,5.0
166.0,10.0,3.0
170.0,10.0,3.0
174.0,10.0,1.0
178.0,10.0,3.0
182.0,10.0,2.0
186.0,10.0,5.0
190.0,10.0,1.0
194.0,10.0,5.0
218.0,10.0,1.0
222.0,10.0,4.0
226.0,10.0,3.0
230.0,10.0,2.0
234.0,10.0,1.0
238.0,10.0,3.0
242.0,10.0,1.0
246.0,10.0,1.0
250.0,10.0,2.0
254.0,10.0,2.0
266.0,10.0,2.0
270.0,10.0,1.0
278.0,10.0,1.0
-274.0,14.0,1.0
-270.0,14.0,2.0
-266.0,14.0,1.0
-262.0,14.0,2.0
-246.0,14.0,4.0
-242.0,14.0,1.0
-238.0,14.0,1.0
-234.0,14.0,2.0
-230.0,14.0,1.0
-226.0,14.0,1.0
-222.0,14.0,1.0
-218.0,14.0,2.0
-214.0,14.0,1.0
-194.0,14.0,1.0
-190.0,14.0,8.0
-186.0,14.0,2.0
-182.0,14.0,1.0
-178.0,14.0,1.0
-174.0,14.0,2.0
-170.0,14.0,3.0
-166.0,14.0,2.0
-162.0,14.0,2.0
-158.0,14.0,3.0
-154.0,14.0,2.0
-150.0,14.0,4.0
-146.0,14.0,2.0
-138.0,14.0,4.0
-134.0,14.0,3.0
-130.0,14.0,6.0
-126.0,14.0,2.0
-122.0,14.0,3.0
-118.0,14.0,3.0
-114.0,14.0,6.0
-110.0,14.0,4.0
-106.0,14.0,2.0
-102.0,14.0,1.0
-98.0,14.0,3.0
-86.0,14.0,2.0
-82.0,14.0,6.0
-78.0,14.0,13.0
-74.0,14.0,10.0
-70.0,14.0,2.0
-66.0,14.0,10.0
-62.0,14.0,4.0
-58.0,14.0,3.0
-46.0,14.0,18.0
-42.0,14.0,18.0
-38.0,14.0,19.0
-34.0,14.0,3.0
-30.0,14.0,5.0
-26.0,14.0,13.0
-22.0,14.0,23.0
-18.0,14.0,13.0
-14.0,14.0,50.0
-10.0,14.0,52.0
-6.0,14.0,76.0
-2.0,14.0,71.0
2.0,14.0,72.0
6.0,14.0,73.0
10.0,14.0,58.0
14.0,14.0,38.0
18.0,14.0,17.0
22.0,14.0,35.0
26.0,14.0,25.0
30.0,14.0,5.0
34.0,14.0,8.0
38.0,14.0,22.0
42.0,14.0,30.0
46.0,14.0,17.0
54.0,14.0,7.0
58.0,14.0,7.0
62.0,14.0,13.0
66.0,14.0,6.0
70.0,14.0,3.0
74.0,14.0,11.0
78.0,14.0,14.0
82.0,14.0,5.0
86.0,14.0,3.0
94.0,14.0,1.0
98.0,14.0,2.0
102.0,14.0,2.0
106.0,14.0,1.0
110.0,14.0,2.0
114.0,14.0,2.0
118.0,14.0,1.0
126.0,14.0,4.0
130.0,14.0,1.0
138.0,14.0,1.0
146.0,14.0,6.0
150.0,14.0,2.0
154.0,14.0,1.0
158.0,14.0,4.0
162.0,14.0,1.0
166.0,14.0,2.0
170.0,14.0,2.0
178.0,14.0,2.0
182.0,14.0,2.0
186.0,14.0,3.0
190.0,14.0,1.0
194.0,14.0,2.0
218.0,14.0,3.0
222.0,14.0,4.0
226.0,14.0,3.0
234.0,14.0,3.0
238.0,14.0,2.0
242.0,14.0,2.0
246.0,14.0,5.0
250.0,14.0,1.0
254.0,14.0,2.0
262.0,14.0,1.0
266.0,14.0,1.0
274.0,14.0,1.0
-274.0,18.0,1.0
-270.0,18.0,2.0
-250.0,18.0,2.0
-246.0,18.0,2.0
-242.0,18.0,4.0
-222.0,18.0,5.0
-218.0,18.0,2.0
-214.0,18.0,4.0
-194.0,18.0,1.0
-190.0,18.0,3.0
-186.0,18.0,4.0
-182.0,18.0,1.0
-178.0,18.0,3.0
-174.0,18.0,2.0
-170.0,18.0,3.0
-166.0,18.0,6.0
-162.0,18.0,5.0
-158.0,18.0,4.0
-154.0,18.0,3.0
-150.0,18.0,2.0
-146.0,18.0,1.0
-138.0,18.0,2.0
-134.0,18.0,3.0
-130.0,18.0,4.0
-126.0,18.0,4.0
-122.0,18.0,1.0
-118.0,18.0,5.0
-114.0,18.0,2.0
-110.0,18.0,4.0
-106.0,18.0,2.0
-102.0,18.0,7.0
-98.0,18.0,1.0
-94.0,18.0,7.0
-90.0,18.0,2.0
-82.0,18.0,11.0
-78.0,18.0,13.0
-74.0,18.0,10.0
-70.0,18.0,6.0
-66.0,18.0,15.0
-62.0,18.0,15.0
-58.0,18.0,9.0
-54.0,18.0,10.0
-50.0,18.0,3.0
-46.0,18.0,1.0
-42.0,18.0,43.0
-38.0,18.0,26.0
-34.0,18.0,22.0
-22.0,18.0,15.0
-18.0,18.0,63.0
-14.0,18.0,13.0
-10.0,18.0,31.0
-6.0,18.0,45.0
-2.0,18.0,59.0
2.0,18.0,49.0
6.0,18.0,44.0
10.0,18.0,26.0
14.0,18.0,7.0
18.0,18.0,28.0
22.0,18.0,20.0
26.0,18.0,5.0
34.0,18.0,13.0
38.0,18.0,18.0
42.0,18.0,37.0
46.0,18.0,3.0
54.0,18.0,4.0
58.0,18.0,13.0
62.0,18.0,16.0
66.0,18.0,24.0
70.0,18.0,3.0
74.0,18.0,7.0
78.0,18.0,8.0
82.0,18.0,7.0
86.0,18.0,3.0
90.0,18.0,2.0
102.0,18.0,2.0
106.0,18.0,2.0
110.0,18.0,2.0
114.0,18.0,4.0
118.0,18.0,2.0
122.0,18.0,1.0
126.0,18.0,2.0
134.0,18.0,2.0
138.0,18.0,2.0
146.0,18.0,1.0
150.0,18.0,2.0
154.0,18.0,2.0
158.0,18.0,3.0
162.0,18.0,2.0
170.0,18.0,7.0
174.0,18.0,2.0
178.0,18.0,1.0
182.0,18.0,6.0
186.0,18.0,2.0
214.0,18.0,2.0
218.0,18.0,2.0
222.0,18.0,5.0
226.0,18.0,1.0
234.0,18.0,2.0
238.0,18.0,3.0
246.0,18.0,1.0
250.0,18.0,1.0
254.0,18.0,1.0
266.0,18.0,3.0
-274.0,22.0,3.0
-270.0,22.0,1.0
-262.0,22.0,3.0
-254.0,22.0,2.0
-246.0,22.0,2.0
-242.0,22.0,3.0
-238.0,22.0,2.0
-230.0,22.0,1.0
-222.0,22.0,2.0
-218.0,22.0,3.0
-214.0,22.0,2.0
-190.0,22.0,5.0
-186.0,22.0,3.0
-182.0,22.0,2.0
-178.0,22.0,2.0
-174.0,22.0,3.0
-170.0,22.0,5.0
-166.0,22.0,1.0
-162.0,22.0,4.0
-158.0,22.0,1.0
-154.0,22.0,5.0
-150.0,22.0,2.0
-146.0,22.0,3.0
-142.0,22.0,1.0
-138.0,22.0,2.0
-134.0,22.0,4.0
-130.0,22.0,2.0
-122.0,22.0,1.0
-118.0,22.0,3.0
-114.0,22.0,3.0
-102.0,22.0,2.0
-98.0,22.0,1.0
-86.0,22.0,1.0
-82.0,22.0,5.0
-78.0,22.0,14.0
-74.0,22.0,13.0
-70.0,22.0,6.0
-66.0,22.0,8.0
-62.0,22.0,9.0
-58.0,22.0,9.0
-54.0,22.0,10.0
-50.0,22.0,5.0
-42.0,22.0,19.0
-38.0,22.0,29.0
-34.0,22.0,16.0
-30.0,22.0,5.0
-22.0,22.0,3.0
-18.0,22.0,14.0
-14.0,22.0,50.0
-10.0,22.0,30.0
-6.0,22.0,13.0
-2.0,22.0,12.0
2.0,22.0,12.0
6.0,22.0,12.0
10.0,22.0,27.0
14.0,22.0,37.0
18.0,22.0,26.0
22.0,22.0,7.0
26.0,22.0,1.0
30.0,22.0,15.0
34.0,22.0,23.0
38.0,22.0,28.0
42.0,22.0,15.0
50.0,22.0,1.0
54.0,22.0,8.0
58.0,22.0,5.0
62.0,22.0,9.0
66.0,22.0,18.0
70.0,22.0,6.0
74.0,22.0,13.0
78.0,22.0,13.0
82.0,22.0,6.0
86.0,22.0,4.0
90.0,22.0,1.0
94.0,22.0,3.0
102.0,22.0,1.0
114.0,22.0,1.0
118.0,22.0,1.0
126.0,22.0,2.0
130.0,22.0,3.0
134.0,22.0,4.0
138.0,22.0,2.0
146.0,22.0,4.0
150.0,22.0,1.0
154.0,22.0,4.0
158.0,22.0,2.0
162.0,22.0,5.0
166.0,22.0,2.0
170.0,22.0,4.0
174.0,22.0,2.0
178.0,22.0,3.0
182.0,22.0,1.0
186.0,22.0,2.0
214.0,22.0,3.0
218.0,22.0,1.0
222.0,22.0,3.0
230.0,22.0,1.0
234.0,22.0,2.0
238.0,22.0,4.0
242.0,22.0,2.0
246.0,22.0,1.0
250.0,22.0,2.0
254.0,22.0,2.0
262.0,22.0,1.0
266.0,22.0,3.0
270.0,22.0,2.0
274.0,22.0,3.0
-274.0,26.0,1.0
-270.0,26.0,1.0
-266.0,26.0,1.0
-262.0,26.0,1.0
-254.0,26.0,2.0
-246.0,26.0,1.0
-230.0,26.0,2.0
-222.0,26.0,3.0
-218.0,26.0,3.0
-210.0,26.0,2.0
-190.0,26.0,1.0
-186.0,26.0,3.0
-182.0,26.0,1.0
-174.0,26.0,1.0
-170.0,26.0,3.0
-166.0,26.0,3.0
-162.0,26.0,2.0
-158.0,26.0,7.0
-154.0,26.0,5.0
-150.0,26.0,4.0
-146.0,26.0,4.0
-138.0,26.0,2.0
-134.0,26.0,3.0
-130.0,26.0,1.0
-126.0,26.0,4.0
-122.0,26.0,3.0
-118.0,26.0,1.0
-114.0,26.0,1.0
-110.0,26.0,6.0
-102.0,26.0,1.0
-98.0,26.0,1.0
-94.0,26.0,2.0
-82.0,26.0,3.0
-78.0,26.0,7.0
-74.0,26.0,15.0
-70.0,26.0,9.0
-66.0,26.0,2.0
-62.0,26.0,11.0
-58.0,26.0,4.0
-54.0,26.0,9.0
-50.0,26.0,1.0
-42.0,26.0,3.0
-38.0,26.0,20.0
-34.0,26.0,17.0
-30.0,26.0,14.0
-26.0,26.0,3.0
-22.0,26.0,2.0
-18.0,26.0,3.0
-14.0,26.0,15.0
-10.0,26.0,24.0
-6.0,26.0,37.0
-2.0,26.0,46.0
2.0,26.0,46.0
6.0,26.0,21.0
10.0,26.0,23.0
14.0,26.0,13.0
18.0,26.0,11.0
26.0,26.0,2.0
30.0,26.0,14.0
34.0,26.0,23.0
38.0,26.0,31.0
42.0,26.0,4.0
46.0,26.0,6.0
50.0,26.0,12.0
54.0,26.0,8.0
58.0,26.0,7.0
62.0,26.0,15.0
66.0,26.0,3.0
70.0,26.0,12.0
74.0,26.0,9.0
78.0,26.0,9.0
82.0,26.0,5.0
86.0,26.0,3.0
90.0,26.0,3.0
94.0,26.0,1.0
98.0,26.0,2.0
102.0,26.0,2.0
110.0,26.0,6.0
114.0,26.0,3.0
118.0,26.0,2.0
130.0,26.0,2.0
134.0,26.0,4.0
138.0,26.0,1.0
146.0,26.0,2.0
150.0,26.0,2.0
154.0,26.0,2.0
158.0,26.0,1.0
162.0,26.0,9.0
166.0,26.0,4.0
170.0,26.0,1.0
174.0,26.0,8.0
178.0,26.0,2.0
182.0,26.0,2.0
186.0,26.0,3.0
190.0,26.0,1.0
210.0,26.0,1.0
214.0,26.0,3.0
218.0,26.0,2.0
222.0,26.0,2.0
230.0,26.0,1.0
238.0,26.0,1.0
242.0,26.0,1.0
246.0,26.0,3.0
250.0,26.0,2.0
254.0,26.0,1.0
266.0,26.0,1.0
270.0,26.0,1.0
274.0,26.0,3.0
-274.0,30.0,1.0
-270.0,30.0,1.0
-266.0,30.0,1.0
-250.0,30.0,1.0
-246.0,30.0,1.0
-242.0,30.0,4.0
-238.0,30.0,2.0
-234.0,30.0,1.0
-230.0,30.0,2.0
-222.0,30.0,1.0
-218.0,30.0,3.0
-214.0,30.0,2.0
-210.0,30.0,1.0
-186.0,30.0,3.0
-182.0,30.0,3.0
-178.0,30.0,6.0
-174.0,30.0,2.0
-170.0,30.0,5.0
-166.0,30.0,3.0
-162.0,30.0,2.0
-158.0,30.0,3.0
-154.0,30.0,3.0
-150.0,30.0,3.0
-146.0,30.0,5.0
-138.0,30.0,1.0
-134.0,30.0,3.0
-130.0,30.0,1.0
-126.0,30.0,1.0
-122.0,30.0,1.0
-118.0,30.0,2.0
-114.0,30.0,3.0
-110.0,30.0,1.0
-106.0,30.0,1.0
-102.0,30.0,3.0
-98.0,30.0,1.0
-94.0,30.0,3.0
-82.0,30.0,2.0
-78.0,30.0,8.0
-74.0,30.0,9.0
-70.0,30.0,10.0
-66.0,30.0,1.0
-62.0,30.0,9.0
-58.0,30.0,4.0
-54.0,30.0,6.0
-50.0,30.0,3.0
-46.0,30.0,5.0
-42.0,30.0,7.0
-38.0,30.0,5.0
-34.0,30.0,27.0
-30.0,30.0,15.0
-26.0,30.0,16.0
-22.0,30.0,7.0
-10.0,30.0,7.0
-6.0,30.0,17.0
-2.0,30.0,12.0
2.0,30.0,8.0
6.0,30.0,12.0
10.0,30.0,4.0
14.0,30.0,1.0
22.0,30.0,8.0
26.0,30.0,15.0
30.0,30.0,12.0
34.0,30.0,53.0
38.0,30.0,8.0
50.0,30.0,7.0
54.0,30.0,13.0
58.0,30.0,14.0
62.0,30.0,12.0
66.0,30.0,6.0
70.0,30.0,9.0
74.0,30.0,25.0
78.0,30.0,13.0
82.0,30.0,3.0
86.0,30.0,1.0
90.0,30.0,3.0
94.0,30.0,2.0
98.0,30.0,3.0
102.0,30.0,3.0
106.0,30.0,2.0
110.0,30.0,3.0
114.0,30.0,1.0
122.0,30.0,1.0
130.0,30.0,1.0
134.0,30.0,1.0
138.0,30.0,1.0
142.0,30.0,1.0
150.0,30.0,3.0
154.0,30.0,6.0
158.0,30.0,4.0
162.0,30.0,3.0
166.0,30.0,1.0
170.0,30.0,3.0
174.0,30.0,1.0
178.0,30.0,1.0
186.0,30.0,2.0
210.0,30.0,5.0
214.0,30.0,6.0
222.0,30.0,4.0
230.0,30.0,2.0
234.0,30.0,1.0
238.0,30.0,2.0
242.0,30.0,1.0
246.0,30.0,1.0
250.0,30.0,1.0
254.0,30.0,1.0
262.0,30.0,1.0
266.0,30.0,1.0
274.0,30.0,1.0
-266.0,34.0,1.0
-262.0,34.0,1.0
-250.0,34.0,2.0
-246.0,34.0,3.0
-230.0,34.0,3.0
-218.0,34.0,3.0
-214.0,34.0,3.0
-210.0,34.0,1.0
-206.0,34.0,4.0
-182.0,34.0,1.0
-178.0,34.0,3.0
-174.0,34.0,3.0
-170.0,34.0,4.0
-166.0,34.0,3.0
-162.0,34.0,3.0
-158.0,34.0,7.0
-154.0,34.0,2.0
-150.0,34.0,3.0
-146.0,34.0,1.0
-142.0,34.0,4.0
-138.0,34.0,1.0
-134.0,34.0,2.0
-126.0,34.0,3.0
-118.0,34.0,1.0
-110.0,34.0,2.0
-98.0,34.0,4.0
-90.0,34.0,3.0
-82.0,34.0,2.0
-78.0,34.0,2.0
-74.0,34.0,12.0
-70.0,34.0,9.0
-66.0,34.0,11.0
-62.0,34.0,6.0
-58.0,34.0,7.0
-54.0,34.0,6.0
-50.0,34.0,8.0
-46.0,34.0,11.0
-42.0,34.0,3.0
-38.0,34.0,1.0
-34.0,34.0,11.0
-30.0,34.0,21.0
-26.0,34.0,15.0
-22.0,34.0,20.0
-18.0,34.0,16.0
-14.0,34.0,6.0
14.0,34.0,4.0
18.0,34.0,20.0
22.0,34.0,10.0
26.0,34.0,18.0
30.0,34.0,37.0
34.0,34.0,10.0
38.0,34.0,1.0
42.0,34.0,1.0
46.0,34.0,7.0
50.0,34.0,14.0
54.0,34.0,8.0
58.0,34.0,14.0
62.0,34.0,3.0
66.0,34.0,13.0
70.0,34.0,11.0
74.0,34.0,8.0
82.0,34.0,3.0
86.0,34.0,1.0
94.0,34.0,5.0
98.0,34.0,3.0
102.0,34.0,1.0
106.0,34.0,2.0
110.0,34.0,7.0
114.0,34.0,3.0
122.0,34.0,2.0
126.0,34.0,2.0
130.0,34.0,2.0
134.0,34.0,4.0
142.0,34.0,4.0
146.0,34.0,5.0
150.0,34.0,4.0
154.0,34.0,3.0
158.0,34.0,6.0
162.0,34.0,2.0
166.0,34.0,5.0
170.0,34.0,1.0
174.0,34.0,2.0
178.0,34.0,3.0
182.0,34.0,3.0
186.0,34.0,2.0
210.0,34.0,2.0
214.0,34.0,2.0
218.0,34.0,3.0
222.0,34.0,4.0
230.0,34.0,3.0
238.0,34.0,1.0
242.0,34.0,5.0
246.0,34.0,2.0
250.0,34.0,1.0
262.0,34.0,1.0
270.0,34.0,1.0
274.0,34.0,3.0
-274.0,38.0,1.0
-266.0,38.0,2.0
-262.0,38.0,1.0
-258.0,38.0,1.0
-250.0,38.0,2.0
-242.0,38.0,1.0
-238.0,38.0,1.0
-234.0,38.0,1.0
-230.0,38.0,1.0
-222.0,38.0,1.0
-218.0,38.0,2.0
-214.0,38.0,4.0
