# Efficiencies generated as product of interpolated 1D efficiencies for d0 and pT from Fig1. in https://arxiv.org/pdf/2011.07812 and Fig.17 in https://arxiv.org/pdf/1908.00005, respectively.
Lepton $p_\text{T}$ [GeV],Lepton $d_0$ [mm],Efficiency
6.459e+02,2.151e+02,1.384e-01
6.459e+02,2.212e+02,1.258e-01
6.459e+02,2.273e+02,1.133e-01
6.459e+02,2.333e+02,1.008e-01
6.459e+02,2.394e+02,8.829e-02
6.459e+02,2.454e+02,7.577e-02
6.459e+02,2.515e+02,6.326e-02
6.459e+02,2.576e+02,5.074e-02
6.459e+02,2.636e+02,3.822e-02
6.459e+02,2.697e+02,2.571e-02
6.459e+02,2.758e+02,1.319e-02
6.459e+02,2.818e+02,6.743e-04
6.459e+02,2.879e+02,0.000e+00
6.459e+02,2.939e+02,0.000e+00
6.459e+02,3.000e+02,0.000e+00
6.731e+02,3.000e+00,7.151e-01
6.731e+02,9.061e+00,6.936e-01
6.731e+02,1.512e+01,6.713e-01
6.731e+02,2.118e+01,6.069e-01
6.731e+02,2.724e+01,5.545e-01
6.731e+02,3.331e+01,5.223e-01
6.731e+02,3.937e+01,5.133e-01
6.731e+02,4.543e+01,5.122e-01
6.731e+02,5.149e+01,4.961e-01
6.731e+02,5.755e+01,4.868e-01
6.731e+02,6.361e+01,4.868e-01
6.731e+02,6.967e+01,4.661e-01
6.731e+02,7.573e+01,4.412e-01
6.731e+02,8.180e+01,4.305e-01
6.731e+02,8.786e+01,4.197e-01
6.731e+02,9.392e+01,4.051e-01
6.731e+02,9.998e+01,3.882e-01
6.731e+02,1.060e+02,3.713e-01
6.731e+02,1.121e+02,3.545e-01
6.731e+02,1.182e+02,3.376e-01
6.731e+02,1.242e+02,3.208e-01
6.731e+02,1.303e+02,3.083e-01
6.731e+02,1.363e+02,2.965e-01
6.731e+02,1.424e+02,2.847e-01
6.731e+02,1.485e+02,2.729e-01
6.731e+02,1.545e+02,2.611e-01
6.731e+02,1.606e+02,2.493e-01
6.731e+02,1.667e+02,2.375e-01
6.731e+02,1.727e+02,2.257e-01
6.731e+02,1.788e+02,2.135e-01
6.731e+02,1.848e+02,2.009e-01
6.731e+02,1.909e+02,1.884e-01
6.731e+02,1.970e+02,1.759e-01
6.731e+02,2.030e+02,1.634e-01
6.731e+02,2.091e+02,1.509e-01
6.731e+02,2.151e+02,1.384e-01
6.731e+02,2.212e+02,1.258e-01
6.731e+02,2.273e+02,1.133e-01
6.731e+02,2.333e+02,1.008e-01
6.731e+02,2.394e+02,8.829e-02
6.731e+02,2.454e+02,7.577e-02
6.731e+02,2.515e+02,6.326e-02
6.731e+02,2.576e+02,5.074e-02
6.731e+02,2.636e+02,3.822e-02
6.731e+02,2.697e+02,2.571e-02
6.731e+02,2.758e+02,1.319e-02
6.731e+02,2.818e+02,6.743e-04
6.731e+02,2.879e+02,0.000e+00
6.731e+02,2.939e+02,0.000e+00
6.731e+02,3.000e+02,0.000e+00
7.003e+02,3.000e+00,7.151e-01
7.003e+02,9.061e+00,6.936e-01
7.003e+02,1.512e+01,6.713e-01
7.003e+02,2.118e+01,6.069e-01
7.003e+02,2.724e+01,5.545e-01
7.003e+02,3.331e+01,5.223e-01
7.003e+02,3.937e+01,5.133e-01
7.003e+02,4.543e+01,5.122e-01
7.003e+02,5.149e+01,4.961e-01
7.003e+02,5.755e+01,4.868e-01
7.003e+02,6.361e+01,4.868e-01
7.003e+02,6.967e+01,4.661e-01
7.003e+02,7.573e+01,4.412e-01
7.003e+02,8.180e+01,4.305e-01
7.003e+02,8.786e+01,4.197e-01
7.003e+02,9.392e+01,4.051e-01
7.003e+02,9.998e+01,3.882e-01
7.003e+02,1.060e+02,3.713e-01
7.003e+02,1.121e+02,3.545e-01
7.003e+02,1.182e+02,3.376e-01
7.003e+02,1.242e+02,3.208e-01
7.003e+02,1.303e+02,3.083e-01
7.003e+02,1.363e+02,2.965e-01
7.003e+02,1.424e+02,2.847e-01
7.003e+02,1.485e+02,2.729e-01
7.003e+02,1.545e+02,2.611e-01
7.003e+02,1.606e+02,2.493e-01
7.003e+02,1.667e+02,2.375e-01
7.003e+02,1.727e+02,2.257e-01
7.003e+02,1.788e+02,2.135e-01
7.003e+02,1.848e+02,2.009e-01
7.003e+02,1.909e+02,1.884e-01
7.003e+02,1.970e+02,1.759e-01
7.003e+02,2.030e+02,1.634e-01
7.003e+02,2.091e+02,1.509e-01
7.003e+02,2.151e+02,1.384e-01
7.003e+02,2.212e+02,1.258e-01
7.003e+02,2.273e+02,1.133e-01
7.003e+02,2.333e+02,1.008e-01
7.003e+02,2.394e+02,8.829e-02
7.003e+02,2.454e+02,7.577e-02
7.003e+02,2.515e+02,6.326e-02
7.003e+02,2.576e+02,5.074e-02
7.003e+02,2.636e+02,3.822e-02
7.003e+02,2.697e+02,2.571e-02
7.003e+02,2.758e+02,1.319e-02
7.003e+02,2.818e+02,6.743e-04
7.003e+02,2.879e+02,0.000e+00
7.003e+02,2.939e+02,0.000e+00
7.003e+02,3.000e+02,0.000e+00
7.276e+02,3.000e+00,7.151e-01
7.276e+02,9.061e+00,6.936e-01
7.276e+02,1.512e+01,6.713e-01
7.276e+02,2.118e+01,6.069e-01
7.276e+02,2.724e+01,5.545e-01
7.276e+02,3.331e+01,5.223e-01
7.276e+02,3.937e+01,5.133e-01
7.276e+02,4.543e+01,5.122e-01
7.276e+02,5.149e+01,4.961e-01
7.276e+02,5.755e+01,4.868e-01
7.276e+02,6.361e+01,4.868e-01
7.276e+02,6.967e+01,4.661e-01
7.276e+02,7.573e+01,4.412e-01
7.276e+02,8.180e+01,4.305e-01
7.276e+02,8.786e+01,4.197e-01
7.276e+02,9.392e+01,4.051e-01
7.276e+02,9.998e+01,3.882e-01
7.276e+02,1.060e+02,3.713e-01
7.276e+02,1.121e+02,3.545e-01
7.276e+02,1.182e+02,3.376e-01
7.276e+02,1.242e+02,3.208e-01
7.276e+02,1.303e+02,3.083e-01
7.276e+02,1.363e+02,2.965e-01
7.276e+02,1.424e+02,2.847e-01
7.276e+02,1.485e+02,2.729e-01
7.276e+02,1.545e+02,2.611e-01
7.276e+02,1.606e+02,2.493e-01
7.276e+02,1.667e+02,2.375e-01
7.276e+02,1.727e+02,2.257e-01
7.276e+02,1.788e+02,2.135e-01
7.276e+02,1.848e+02,2.009e-01
7.276e+02,1.909e+02,1.884e-01
7.276e+02,1.970e+02,1.759e-01
7.276e+02,2.030e+02,1.634e-01
7.276e+02,2.091e+02,1.509e-01
7.276e+02,2.151e+02,1.384e-01
7.276e+02,2.212e+02,1.258e-01
7.276e+02,2.273e+02,1.133e-01
7.276e+02,2.333e+02,1.008e-01
7.276e+02,2.394e+02,8.829e-02
7.276e+02,2.454e+02,7.577e-02
7.276e+02,2.515e+02,6.326e-02
7.276e+02,2.576e+02,5.074e-02
7.276e+02,2.636e+02,3.822e-02
7.276e+02,2.697e+02,2.571e-02
7.276e+02,2.758e+02,1.319e-02
7.276e+02,2.818e+02,6.743e-04
7.276e+02,2.879e+02,0.000e+00
7.276e+02,2.939e+02,0.000e+00
7.276e+02,3.000e+02,0.000e+00
7.548e+02,3.000e+00,7.151e-01
7.548e+02,9.061e+00,6.936e-01
7.548e+02,1.512e+01,6.713e-01
7.548e+02,2.118e+01,6.069e-01
7.548e+02,2.724e+01,5.545e-01
7.548e+02,3.331e+01,5.223e-01
7.548e+02,3.937e+01,5.133e-01
7.548e+02,4.543e+01,5.122e-01
7.548e+02,5.149e+01,4.961e-01
7.548e+02,5.755e+01,4.868e-01
7.548e+02,6.361e+01,4.868e-01
7.548e+02,6.967e+01,4.661e-01
7.548e+02,7.573e+01,4.412e-01
7.548e+02,8.180e+01,4.305e-01
7.548e+02,8.786e+01,4.197e-01
7.548e+02,9.392e+01,4.051e-01
7.548e+02,9.998e+01,3.882e-01
7.548e+02,1.060e+02,3.713e-01
7.548e+02,1.121e+02,3.545e-01
7.548e+02,1.182e+02,3.376e-01
7.548e+02,1.242e+02,3.208e-01
7.548e+02,1.303e+02,3.083e-01
7.548e+02,1.363e+02,2.965e-01
7.548e+02,1.424e+02,2.847e-01
7.548e+02,1.485e+02,2.729e-01
7.548e+02,1.545e+02,2.611e-01
7.548e+02,1.606e+02,2.493e-01
7.548e+02,1.667e+02,2.375e-01
7.548e+02,1.727e+02,2.257e-01
7.548e+02,1.788e+02,2.135e-01
7.548e+02,1.848e+02,2.009e-01
7.548e+02,1.909e+02,1.884e-01
7.548e+02,1.970e+02,1.759e-01
7.548e+02,2.030e+02,1.634e-01
7.548e+02,2.091e+02,1.509e-01
7.548e+02,2.151e+02,1.384e-01
7.548e+02,2.212e+02,1.258e-01
7.548e+02,2.273e+02,1.133e-01
7.548e+02,2.333e+02,1.008e-01
7.548e+02,2.394e+02,8.829e-02
7.548e+02,2.454e+02,7.577e-02
7.548e+02,2.515e+02,6.326e-02
7.548e+02,2.576e+02,5.074e-02
7.548e+02,2.636e+02,3.822e-02
7.548e+02,2.697e+02,2.571e-02
7.548e+02,2.758e+02,1.319e-02
7.548e+02,2.818e+02,6.743e-04
7.548e+02,2.879e+02,0.000e+00
7.548e+02,2.939e+02,0.000e+00
7.548e+02,3.000e+02,0.000e+00
7.821e+02,3.000e+00,7.151e-01
7.821e+02,9.061e+00,6.936e-01
7.821e+02,1.512e+01,6.713e-01
7.821e+02,2.118e+01,6.069e-01
7.821e+02,2.724e+01,5.545e-01
7.821e+02,3.331e+01,5.223e-01
7.821e+02,3.937e+01,5.133e-01
7.821e+02,4.543e+01,5.122e-01
7.821e+02,5.149e+01,4.961e-01
7.821e+02,5.755e+01,4.868e-01
7.821e+02,6.361e+01,4.868e-01
7.821e+02,6.967e+01,4.661e-01
7.821e+02,7.573e+01,4.412e-01
7.821e+02,8.180e+01,4.305e-01
7.821e+02,8.786e+01,4.197e-01
7.821e+02,9.392e+01,4.051e-01
7.821e+02,9.998e+01,3.882e-01
7.821e+02,1.060e+02,3.713e-01
7.821e+02,1.121e+02,3.545e-01
7.821e+02,1.182e+02,3.376e-01
7.821e+02,1.242e+02,3.208e-01
7.821e+02,1.303e+02,3.083e-01
7.821e+02,1.363e+02,2.965e-01
7.821e+02,1.424e+02,2.847e-01
7.821e+02,1.485e+02,2.729e-01
7.821e+02,1.545e+02,2.611e-01
7.821e+02,1.606e+02,2.493e-01
7.821e+02,1.667e+02,2.375e-01
7.821e+02,1.727e+02,2.257e-01
7.821e+02,1.788e+02,2.135e-01
7.821e+02,1.848e+02,2.009e-01
7.821e+02,1.909e+02,1.884e-01
7.821e+02,1.970e+02,1.759e-01
7.821e+02,2.030e+02,1.634e-01
7.821e+02,2.091e+02,1.509e-01
7.821e+02,2.151e+02,1.384e-01
7.821e+02,2.212e+02,1.258e-01
7.821e+02,2.273e+02,1.133e-01
7.821e+02,2.333e+02,1.008e-01
7.821e+02,2.394e+02,8.829e-02
7.821e+02,2.454e+02,7.577e-02
7.821e+02,2.515e+02,6.326e-02
7.821e+02,2.576e+02,5.074e-02
7.821e+02,2.636e+02,3.822e-02
7.821e+02,2.697e+02,2.571e-02
7.821e+02,2.758e+02,1.319e-02
7.821e+02,2.818e+02,6.743e-04
7.821e+02,2.879e+02,0.000e+00
7.821e+02,2.939e+02,0.000e+00
7.821e+02,3.000e+02,0.000e+00
8.093e+02,3.000e+00,7.151e-01
8.093e+02,9.061e+00,6.936e-01
8.093e+02,1.512e+01,6.713e-01
8.093e+02,2.118e+01,6.069e-01
8.093e+02,2.724e+01,5.545e-01
8.093e+02,3.331e+01,5.223e-01
8.093e+02,3.937e+01,5.133e-01
8.093e+02,4.543e+01,5.122e-01
8.093e+02,5.149e+01,4.961e-01
8.093e+02,5.755e+01,4.868e-01
8.093e+02,6.361e+01,4.868e-01
8.093e+02,6.967e+01,4.661e-01
8.093e+02,7.573e+01,4.412e-01
8.093e+02,8.180e+01,4.305e-01
8.093e+02,8.786e+01,4.197e-01
8.093e+02,9.392e+01,4.051e-01
8.093e+02,9.998e+01,3.882e-01
8.093e+02,1.060e+02,3.713e-01
8.093e+02,1.121e+02,3.545e-01
8.093e+02,1.182e+02,3.376e-01
8.093e+02,1.242e+02,3.208e-01
8.093e+02,1.303e+02,3.083e-01
8.093e+02,1.363e+02,2.965e-01
8.093e+02,1.424e+02,2.847e-01
8.093e+02,1.485e+02,2.729e-01
8.093e+02,1.545e+02,2.611e-01
8.093e+02,1.606e+02,2.493e-01
8.093e+02,1.667e+02,2.375e-01
8.093e+02,1.727e+02,2.257e-01
8.093e+02,1.788e+02,2.135e-01
8.093e+02,1.848e+02,2.009e-01
8.093e+02,1.909e+02,1.884e-01
8.093e+02,1.970e+02,1.759e-01
8.093e+02,2.030e+02,1.634e-01
8.093e+02,2.091e+02,1.509e-01
8.093e+02,2.151e+02,1.384e-01
8.093e+02,2.212e+02,1.258e-01
8.093e+02,2.273e+02,1.133e-01
8.093e+02,2.333e+02,1.008e-01
8.093e+02,2.394e+02,8.829e-02
8.093e+02,2.454e+02,7.577e-02
8.093e+02,2.515e+02,6.326e-02
8.093e+02,2.576e+02,5.074e-02
8.093e+02,2.636e+02,3.822e-02
8.093e+02,2.697e+02,2.571e-02
8.093e+02,2.758e+02,1.319e-02
8.093e+02,2.818e+02,6.743e-04
8.093e+02,2.879e+02,0.000e+00
8.093e+02,2.939e+02,0.000e+00
8.093e+02,3.000e+02,0.000e+00
8.366e+02,3.000e+00,7.151e-01
8.366e+02,9.061e+00,6.936e-01
8.366e+02,1.512e+01,6.713e-01
8.366e+02,2.118e+01,6.069e-01
8.366e+02,2.724e+01,5.545e-01
8.366e+02,3.331e+01,5.223e-01
8.366e+02,3.937e+01,5.133e-01
8.366e+02,4.543e+01,5.122e-01
8.366e+02,5.149e+01,4.961e-01
8.366e+02,5.755e+01,4.868e-01
8.366e+02,6.361e+01,4.868e-01
8.366e+02,6.967e+01,4.661e-01
8.366e+02,7.573e+01,4.412e-01
8.366e+02,8.180e+01,4.305e-01
8.366e+02,8.786e+01,4.197e-01
8.366e+02,9.392e+01,4.051e-01
8.366e+02,9.998e+01,3.882e-01
8.366e+02,1.060e+02,3.713e-01
8.366e+02,1.121e+02,3.545e-01
8.366e+02,1.182e+02,3.376e-01
8.366e+02,1.242e+02,3.208e-01
8.366e+02,1.303e+02,3.083e-01
8.366e+02,1.363e+02,2.965e-01
8.366e+02,1.424e+02,2.847e-01
8.366e+02,1.485e+02,2.729e-01
8.366e+02,1.545e+02,2.611e-01
8.366e+02,1.606e+02,2.493e-01
8.366e+02,1.667e+02,2.375e-01
8.366e+02,1.727e+02,2.257e-01
8.366e+02,1.788e+02,2.135e-01
8.366e+02,1.848e+02,2.009e-01
8.366e+02,1.909e+02,1.884e-01
8.366e+02,1.970e+02,1.759e-01
8.366e+02,2.030e+02,1.634e-01
8.366e+02,2.091e+02,1.509e-01
8.366e+02,2.151e+02,1.384e-01
8.366e+02,2.212e+02,1.258e-01
8.366e+02,2.273e+02,1.133e-01
8.366e+02,2.333e+02,1.008e-01
8.366e+02,2.394e+02,8.829e-02
8.366e+02,2.454e+02,7.577e-02
8.366e+02,2.515e+02,6.326e-02
8.366e+02,2.576e+02,5.074e-02
8.366e+02,2.636e+02,3.822e-02
8.366e+02,2.697e+02,2.571e-02
8.366e+02,2.758e+02,1.319e-02
8.366e+02,2.818e+02,6.743e-04
8.366e+02,2.879e+02,0.000e+00
8.366e+02,2.939e+02,0.000e+00
8.366e+02,3.000e+02,0.000e+00
8.638e+02,3.000e+00,7.151e-01
8.638e+02,9.061e+00,6.936e-01
8.638e+02,1.512e+01,6.713e-01
8.638e+02,2.118e+01,6.069e-01
8.638e+02,2.724e+01,5.545e-01
8.638e+02,3.331e+01,5.223e-01
8.638e+02,3.937e+01,5.133e-01
8.638e+02,4.543e+01,5.122e-01
8.638e+02,5.149e+01,4.961e-01
8.638e+02,5.755e+01,4.868e-01
8.638e+02,6.361e+01,4.868e-01
8.638e+02,6.967e+01,4.661e-01
8.638e+02,7.573e+01,4.412e-01
8.638e+02,8.180e+01,4.305e-01
8.638e+02,8.786e+01,4.197e-01
8.638e+02,9.392e+01,4.051e-01
8.638e+02,9.998e+01,3.882e-01
8.638e+02,1.060e+02,3.713e-01
8.638e+02,1.121e+02,3.545e-01
8.638e+02,1.182e+02,3.376e-01
8.638e+02,1.242e+02,3.208e-01
8.638e+02,1.303e+02,3.083e-01
8.638e+02,1.363e+02,2.965e-01
8.638e+02,1.424e+02,2.847e-01
8.638e+02,1.485e+02,2.729e-01
8.638e+02,1.545e+02,2.611e-01
8.638e+02,1.606e+02,2.493e-01
8.638e+02,1.667e+02,2.375e-01
8.638e+02,1.727e+02,2.257e-01
8.638e+02,1.788e+02,2.135e-01
8.638e+02,1.848e+02,2.009e-01
8.638e+02,1.909e+02,1.884e-01
8.638e+02,1.970e+02,1.759e-01
8.638e+02,2.030e+02,1.634e-01
8.638e+02,2.091e+02,1.509e-01
8.638e+02,2.151e+02,1.384e-01
8.638e+02,2.212e+02,1.258e-01
8.638e+02,2.273e+02,1.133e-01
8.638e+02,2.333e+02,1.008e-01
8.638e+02,2.394e+02,8.829e-02
8.638e+02,2.454e+02,7.577e-02
8.638e+02,2.515e+02,6.326e-02
8.638e+02,2.576e+02,5.074e-02
8.638e+02,2.636e+02,3.822e-02
8.638e+02,2.697e+02,2.571e-02
8.638e+02,2.758e+02,1.319e-02
8.638e+02,2.818e+02,6.743e-04
8.638e+02,2.879e+02,0.000e+00
8.638e+02,2.939e+02,0.000e+00
8.638e+02,3.000e+02,0.000e+00
8.910e+02,3.000e+00,7.151e-01
8.910e+02,9.061e+00,6.936e-01
8.910e+02,1.512e+01,6.713e-01
8.910e+02,2.118e+01,6.069e-01
8.910e+02,2.724e+01,5.545e-01
8.910e+02,3.331e+01,5.223e-01
8.910e+02,3.937e+01,5.133e-01
8.910e+02,4.543e+01,5.122e-01
8.910e+02,5.149e+01,4.961e-01
8.910e+02,5.755e+01,4.868e-01
8.910e+02,6.361e+01,4.868e-01
8.910e+02,6.967e+01,4.661e-01
8.910e+02,7.573e+01,4.412e-01
8.910e+02,8.180e+01,4.305e-01
8.910e+02,8.786e+01,4.197e-01
8.910e+02,9.392e+01,4.051e-01
8.910e+02,9.998e+01,3.882e-01
8.910e+02,1.060e+02,3.713e-01
8.910e+02,1.121e+02,3.545e-01
8.910e+02,1.182e+02,3.376e-01
8.910e+02,1.242e+02,3.208e-01
8.910e+02,1.303e+02,3.083e-01
8.910e+02,1.363e+02,2.965e-01
8.910e+02,1.424e+02,2.847e-01
8.910e+02,1.485e+02,2.729e-01
8.910e+02,1.545e+02,2.611e-01
8.910e+02,1.606e+02,2.493e-01
8.910e+02,1.667e+02,2.375e-01
8.910e+02,1.727e+02,2.257e-01
8.910e+02,1.788e+02,2.135e-01
8.910e+02,1.848e+02,2.009e-01
8.910e+02,1.909e+02,1.884e-01
8.910e+02,1.970e+02,1.759e-01
8.910e+02,2.030e+02,1.634e-01
8.910e+02,2.091e+02,1.509e-01
8.910e+02,2.151e+02,1.384e-01
8.910e+02,2.212e+02,1.258e-01
8.910e+02,2.273e+02,1.133e-01
8.910e+02,2.333e+02,1.008e-01
8.910e+02,2.394e+02,8.829e-02
8.910e+02,2.454e+02,7.577e-02
8.910e+02,2.515e+02,6.326e-02
8.910e+02,2.576e+02,5.074e-02
8.910e+02,2.636e+02,3.822e-02
8.910e+02,2.697e+02,2.571e-02
8.910e+02,2.758e+02,1.319e-02
8.910e+02,2.818e+02,6.743e-04
8.910e+02,2.879e+02,0.000e+00
8.910e+02,2.939e+02,0.000e+00
8.910e+02,3.000e+02,0.000e+00
9.183e+02,3.000e+00,7.151e-01
9.183e+02,9.061e+00,6.936e-01
9.183e+02,1.512e+01,6.713e-01
9.183e+02,2.118e+01,6.069e-01
9.183e+02,2.724e+01,5.545e-01
9.183e+02,3.331e+01,5.223e-01
9.183e+02,3.937e+01,5.133e-01
9.183e+02,4.543e+01,5.122e-01
9.183e+02,5.149e+01,4.961e-01
9.183e+02,5.755e+01,4.868e-01
9.183e+02,6.361e+01,4.868e-01
9.183e+02,6.967e+01,4.661e-01
9.183e+02,7.573e+01,4.412e-01
9.183e+02,8.180e+01,4.305e-01
9.183e+02,8.786e+01,4.197e-01
9.183e+02,9.392e+01,4.051e-01
9.183e+02,9.998e+01,3.882e-01
9.183e+02,1.060e+02,3.713e-01
9.183e+02,1.121e+02,3.545e-01
9.183e+02,1.182e+02,3.376e-01
9.183e+02,1.242e+02,3.208e-01
9.183e+02,1.303e+02,3.083e-01
9.183e+02,1.363e+02,2.965e-01
9.183e+02,1.424e+02,2.847e-01
9.183e+02,1.485e+02,2.729e-01
9.183e+02,1.545e+02,2.611e-01
9.183e+02,1.606e+02,2.493e-01
9.183e+02,1.667e+02,2.375e-01
9.183e+02,1.727e+02,2.257e-01
9.183e+02,1.788e+02,2.135e-01
9.183e+02,1.848e+02,2.009e-01
9.183e+02,1.909e+02,1.884e-01
9.183e+02,1.970e+02,1.759e-01
9.183e+02,2.030e+02,1.634e-01
9.183e+02,2.091e+02,1.509e-01
9.183e+02,2.151e+02,1.384e-01
9.183e+02,2.212e+02,1.258e-01
9.183e+02,2.273e+02,1.133e-01
9.183e+02,2.333e+02,1.008e-01
9.183e+02,2.394e+02,8.829e-02
9.183e+02,2.454e+02,7.577e-02
9.183e+02,2.515e+02,6.326e-02
9.183e+02,2.576e+02,5.074e-02
9.183e+02,2.636e+02,3.822e-02
9.183e+02,2.697e+02,2.571e-02
9.183e+02,2.758e+02,1.319e-02
9.183e+02,2.818e+02,6.743e-04
9.183e+02,2.879e+02,0.000e+00
9.183e+02,2.939e+02,0.000e+00
9.183e+02,3.000e+02,0.000e+00
9.455e+02,3.000e+00,7.151e-01
9.455e+02,9.061e+00,6.936e-01
9.455e+02,1.512e+01,6.713e-01
9.455e+02,2.118e+01,6.069e-01
9.455e+02,2.724e+01,5.545e-01
9.455e+02,3.331e+01,5.223e-01
9.455e+02,3.937e+01,5.133e-01
9.455e+02,4.543e+01,5.122e-01
9.455e+02,5.149e+01,4.961e-01
9.455e+02,5.755e+01,4.868e-01
9.455e+02,6.361e+01,4.868e-01
9.455e+02,6.967e+01,4.661e-01
9.455e+02,7.573e+01,4.412e-01
9.455e+02,8.180e+01,4.305e-01
9.455e+02,8.786e+01,4.197e-01
9.455e+02,9.392e+01,4.051e-01
9.455e+02,9.998e+01,3.882e-01
9.455e+02,1.060e+02,3.713e-01
9.455e+02,1.121e+02,3.545e-01
9.455e+02,1.182e+02,3.376e-01
9.455e+02,1.242e+02,3.208e-01
9.455e+02,1.303e+02,3.083e-01
9.455e+02,1.363e+02,2.965e-01
9.455e+02,1.424e+02,2.847e-01
9.455e+02,1.485e+02,2.729e-01
9.455e+02,1.545e+02,2.611e-01
9.455e+02,1.606e+02,2.493e-01
9.455e+02,1.667e+02,2.375e-01
9.455e+02,1.727e+02,2.257e-01
9.455e+02,1.788e+02,2.135e-01
9.455e+02,1.848e+02,2.009e-01
9.455e+02,1.909e+02,1.884e-01
9.455e+02,1.970e+02,1.759e-01
9.455e+02,2.030e+02,1.634e-01
9.455e+02,2.091e+02,1.509e-01
9.455e+02,2.151e+02,1.384e-01
9.455e+02,2.212e+02,1.258e-01
9.455e+02,2.273e+02,1.133e-01
9.455e+02,2.333e+02,1.008e-01
9.455e+02,2.394e+02,8.829e-02
9.455e+02,2.454e+02,7.577e-02
9.455e+02,2.515e+02,6.326e-02
9.455e+02,2.576e+02,5.074e-02
9.455e+02,2.636e+02,3.822e-02
9.455e+02,2.697e+02,2.571e-02
9.455e+02,2.758e+02,1.319e-02
9.455e+02,2.818e+02,6.743e-04
9.455e+02,2.879e+02,0.000e+00
9.455e+02,2.939e+02,0.000e+00
9.455e+02,3.000e+02,0.000e+00
9.728e+02,3.000e+00,7.151e-01
9.728e+02,9.061e+00,6.936e-01
9.728e+02,1.512e+01,6.713e-01
9.728e+02,2.118e+01,6.069e-01
9.728e+02,2.724e+01,5.545e-01
9.728e+02,3.331e+01,5.223e-01
9.728e+02,3.937e+01,5.133e-01
9.728e+02,4.543e+01,5.122e-01
9.728e+02,5.149e+01,4.961e-01
9.728e+02,5.755e+01,4.868e-01
9.728e+02,6.361e+01,4.868e-01
9.728e+02,6.967e+01,4.661e-01
9.728e+02,7.573e+01,4.412e-01
9.728e+02,8.180e+01,4.305e-01
9.728e+02,8.786e+01,4.197e-01
9.728e+02,9.392e+01,4.051e-01
9.728e+02,9.998e+01,3.882e-01
9.728e+02,1.060e+02,3.713e-01
9.728e+02,1.121e+02,3.545e-01
9.728e+02,1.182e+02,3.376e-01
9.728e+02,1.242e+02,3.208e-01
9.728e+02,1.303e+02,3.083e-01
9.728e+02,1.363e+02,2.965e-01
9.728e+02,1.424e+02,2.847e-01
9.728e+02,1.485e+02,2.729e-01
9.728e+02,1.545e+02,2.611e-01
9.728e+02,1.606e+02,2.493e-01
9.728e+02,1.667e+02,2.375e-01
9.728e+02,1.727e+02,2.257e-01
9.728e+02,1.788e+02,2.135e-01
9.728e+02,1.848e+02,2.009e-01
9.728e+02,1.909e+02,1.884e-01
9.728e+02,1.970e+02,1.759e-01
9.728e+02,2.030e+02,1.634e-01
9.728e+02,2.091e+02,1.509e-01
9.728e+02,2.151e+02,1.384e-01
9.728e+02,2.212e+02,1.258e-01
9.728e+02,2.273e+02,1.133e-01
9.728e+02,2.333e+02,1.008e-01
9.728e+02,2.394e+02,8.829e-02
9.728e+02,2.454e+02,7.577e-02
9.728e+02,2.515e+02,6.326e-02
9.728e+02,2.576e+02,5.074e-02
9.728e+02,2.636e+02,3.822e-02
9.728e+02,2.697e+02,2.571e-02
9.728e+02,2.758e+02,1.319e-02
9.728e+02,2.818e+02,6.743e-04
9.728e+02,2.879e+02,0.000e+00
9.728e+02,2.939e+02,0.000e+00
9.728e+02,3.000e+02,0.000e+00
1.000e+03,3.000e+00,7.151e-01
1.000e+03,9.061e+00,6.936e-01
1.000e+03,1.512e+01,6.713e-01
1.000e+03,2.118e+01,6.069e-01
1.000e+03,2.724e+01,5.545e-01
1.000e+03,3.331e+01,5.223e-01
1.000e+03,3.937e+01,5.133e-01
1.000e+03,4.543e+01,5.122e-01
1.000e+03,5.149e+01,4.961e-01
1.000e+03,5.755e+01,4.868e-01
1.000e+03,6.361e+01,4.868e-01
1.000e+03,6.967e+01,4.661e-01
1.000e+03,7.573e+01,4.412e-01
1.000e+03,8.180e+01,4.305e-01
1.000e+03,8.786e+01,4.197e-01
1.000e+03,9.392e+01,4.051e-01
1.000e+03,9.998e+01,3.882e-01
1.000e+03,1.060e+02,3.713e-01
1.000e+03,1.121e+02,3.545e-01
1.000e+03,1.182e+02,3.376e-01
1.000e+03,1.242e+02,3.208e-01
1.000e+03,1.303e+02,3.083e-01
1.000e+03,1.363e+02,2.965e-01
1.000e+03,1.424e+02,2.847e-01
1.000e+03,1.485e+02,2.729e-01
1.000e+03,1.545e+02,2.611e-01
1.000e+03,1.606e+02,2.493e-01
1.000e+03,1.667e+02,2.375e-01
1.000e+03,1.727e+02,2.257e-01
1.000e+03,1.788e+02,2.135e-01
1.000e+03,1.848e+02,2.009e-01
1.000e+03,1.909e+02,1.884e-01
1.000e+03,1.970e+02,1.759e-01
1.000e+03,2.030e+02,1.634e-01
1.000e+03,2.091e+02,1.509e-01
1.000e+03,2.151e+02,1.384e-01
1.000e+03,2.212e+02,1.258e-01
1.000e+03,2.273e+02,1.133e-01
1.000e+03,2.333e+02,1.008e-01
1.000e+03,2.394e+02,8.829e-02
1.000e+03,2.454e+02,7.577e-02
1.000e+03,2.515e+02,6.326e-02
1.000e+03,2.576e+02,5.074e-02
1.000e+03,2.636e+02,3.822e-02
1.000e+03,2.697e+02,2.571e-02
